reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
9ee26824-f315-442a-9c3f-12123a21faeb,Muhammad Arsyad,https://play-lh.googleusercontent.com/a/ACg8ocKnGV8pdgpT-nmENPdNkVMHGNtYqfgZ_mN5DyiIUFPTrj88Mw=mo,pokoknya mantap,5,0,,2025-05-29 18:48:45,,,
6fae55a5-6c21-435e-b088-822ec0e5b903,Maulidya Hidayatunnisa,https://play-lh.googleusercontent.com/a/ACg8ocI-MViI6276mShdKa7bWJIIeZ5hRhvtBRucocLrhqN9FNN4AQ=mo,"lu jangan nampilin ular di beranda gua oon, kalo gua jantungan sape yg mo tanggung jawab? fukimak kau",1,0,376.1.0.55.68,2025-05-29 18:33:06,,,376.1.0.55.68
79d9ef4f-6471-4158-995f-ce8300ae2feb,Hasyimadnan Adnan,https://play-lh.googleusercontent.com/a-/ALV-UjVylTInpynf-NnNBHPJREwyNiqipytf7AnO0RSJBigxFnTnqA,sangat bgus,5,0,381.2.0.53.84,2025-05-29 18:32:38,,,381.2.0.53.84
7058078f-6f68-41b0-9899-d01528665cd4,Affan bin Arwa,https://play-lh.googleusercontent.com/a/ACg8ocLjmbFq0uzP3Fz28Qd28SZloRYb5XwtWxXMyAY6-ATnLD8CLA=mo,oke,3,0,,2025-05-29 18:31:56,,,
dca87eeb-842f-4448-8b99-a728b9f2ae04,Dammar Hakimm,https://play-lh.googleusercontent.com/a-/ALV-UjUseSNgdJc90NECzVn9-m5Zh0duved1dZGMAqEul12Ssh5skRhO,sangat bagus 👍👍,5,0,,2025-05-29 18:18:59,,,
1064e482-bd13-4c4b-804d-bf84fb4779d4,Vivit Nadia,https://play-lh.googleusercontent.com/a/ACg8ocJWh97utdqBVGF-GQRtxZfpwWQ5ugm1_13QcwjoNsQzZRQRzg=mo,bagus,5,0,,2025-05-29 18:08:58,,,
76b2a04a-d26d-4d42-9ec1-96149fccd4b2,Ririn,https://play-lh.googleusercontent.com/a/ACg8ocLxQu77S7ISQi39pETYFIu5EAz3Q7zopbj3HGKZppur0gphBg=mo,"fontnya jelek banget, balikin ke font bawaan hp plissss. terus kalo bisa update feed yg udah dipost bisa ditambah foto lain gitu, atau bisa diedit urutan foto mana yg paling depan",1,0,254.0.0.19.109,2025-05-29 17:57:17,,,254.0.0.19.109
2e07943c-a76a-429c-ad1f-56cf0e674923,Jesen Bima,https://play-lh.googleusercontent.com/a/ACg8ocLnkZV3BR6Jj9CpyYzgJeVJuKCFxOmXCnKSJDIeB0ba40j6KA=mo,tolong perbaikan akun Ig saya yg dinonaktifkan. mohon diaktifkan kembali akun saya @jesenn_8,5,0,382.0.0.49.84,2025-05-29 17:48:31,,,382.0.0.49.84
ee00cd2c-9643-4024-9f08-0a8a1ab738c0,faried bendott,https://play-lh.googleusercontent.com/a-/ALV-UjU9sxTbclkpFezCYa0fdMKrsGThhaHX7UzCMahdJrTDem-OoQh3Nw,josssss,5,0,382.0.0.49.84,2025-05-29 17:46:39,,,382.0.0.49.84
fc506bd1-3763-446c-bc7f-5daa86e96ba8,Daniel Simanjuntak,https://play-lh.googleusercontent.com/a-/ALV-UjU1lTtTTEgJkSznL9pa8iDI_rslbBXX0anJrc-pvQd-mI1rby0,keren,5,0,371.0.0.36.89,2025-05-29 17:38:19,,,371.0.0.36.89
e12c7c7b-c23e-413c-a26d-80e98b920f3e,Andi Abdillah,https://play-lh.googleusercontent.com/a/ACg8ocJE8tbHX_6ghjp9apfakmtrCWucYzW_fmgJhrAvZp9BWIH0Wro=mo,Sangat bermanfaat untuk menambah wawasan,5,0,,2025-05-29 17:35:24,,,
352c56ad-53a1-4fc0-a8a4-51c12c79ca60,Rafa Veriansah,https://play-lh.googleusercontent.com/a/ACg8ocIILkS_OmauazIKipZ6uOcVSdOJVzz-N5I16XkLA3IOP-fy=mo,Saya tidsk bisa membuat vidio di cerita saya,5,0,278.0.0.22.117,2025-05-29 17:34:47,,,278.0.0.22.117
0fbc75b0-9d22-4ad4-9ff5-be9ecd7ca9bf,Aira Haning,https://play-lh.googleusercontent.com/a/ACg8ocLaDYkClIptP-Wxh8Y9w_XLCdIkQiaoR1EfagBDdc4aYpV_=mo,Saya suka sama Ig tapi knp pas saya bikin vidio kok engga pas sama geraknya 🙏🏻🙏🏻,4,0,,2025-05-29 17:33:52,,,
5a38c64d-4e10-426e-b181-913f59dc2de2,Munfarid Anwar,https://play-lh.googleusercontent.com/a-/ALV-UjUcS5R8b6_f4dgR3G1kCrvTg4wmyDRqFcS9-KQ6evqWnVB4eEk,hidup itu indah,5,0,382.0.0.49.84,2025-05-29 17:30:42,,,382.0.0.49.84
bf25bdc6-62b1-45d8-87ea-cb39d5511f52,Fauzan Fauzan,https://play-lh.googleusercontent.com/a/ACg8ocKpOJCnaEUmCkwBRcPj1g2GsiHBE9-L-14JGPSVZV54-mJ_4g=mo,setiap masuk Ig hp saya selalu mati daya terus,1,0,,2025-05-29 17:29:07,,,
502a214b-076d-4466-a59e-61de0d498372,Iman Syah,https://play-lh.googleusercontent.com/a/ACg8ocJJIo5f3x6ZvIZCHJUOw4gP-kyKAgO_r5IjcaNQJl_UpZsMFw=mo,yaa lebih update,5,0,374.0.0.43.67,2025-05-29 17:28:50,,,374.0.0.43.67
11627fcf-b91c-47b7-a426-56c337c07565,Hanan Habib,https://play-lh.googleusercontent.com/a/ACg8ocKPE15qoel1WTNx1hOEYYK_MDv4_SDfqhDDbKuRitlWv0Rl-w=mo,semoga kedepan nya bisa jauh lebih bagus,4,0,382.0.0.49.84,2025-05-29 17:20:37,,,382.0.0.49.84
783d0121-8d82-4e03-9b28-104cad4a4c57,Yosep Arjodye,https://play-lh.googleusercontent.com/a/ACg8ocJwbLNQsPj-KO3GUHgYFiID-s3fFZx9fc4U55o85ZHIKZ8rKg=mo,jos,5,0,382.0.0.49.84,2025-05-29 17:20:31,,,382.0.0.49.84
7f2ec698-b677-4643-b872-59ea98378b92,Nanang Ramadhan,https://play-lh.googleusercontent.com/a-/ALV-UjUn9h0BPGeGuwLYmaoFmC3X8lp4gkt2kw13Ga7iy9H5MH61O50,berguna,5,0,,2025-05-29 17:17:53,,,
8457eb65-4629-46a4-a498-15b3b4d7f3e4,bobi Asoi,https://play-lh.googleusercontent.com/a/ACg8ocIdVIlwbO51Hii_2kYYsl7EOYERjOs1pp6ahr3FW_trwPYuaw=mo,keren,5,0,381.2.0.53.84,2025-05-29 17:15:37,,,381.2.0.53.84
